,FSC-A,SSC-A,HLA-DR,CD3,CD45,CD14,CD56,CD19,CD11c,Population
0,-0.8788899032633261,-0.08326452362451021,-0.6463737913844236,-1.3131225427193667,-2.586825055278138,-0.05693449813252397,3.0745364820273697,-1.1504804509081283,-0.12387132867663783,Monocytes
1,-0.770885934773401,-0.43151586822432536,1.4281285703038935,-1.1661278269490294,-0.5604254250192338,-0.6834780598910903,-0.5399079063446857,2.110026339547148,0.00495146373089763,B_cells
2,0.5648808591754504,-0.12037244029302899,-1.1019011228183109,0.3477564217702181,1.0203839465954436,-0.4212837760905205,0.3154077477576751,-0.6736809468121419,-0.7111880238742015,T-cells
3,-1.510608576336206,-0.3848276218962484,-0.7201083549436523,0.027302998551400722,0.19797736172382646,0.27968333986037275,-0.128072202151694,-0.22960677194959242,1.904134256636322,T-cells
4,-0.6818235353889791,-0.7623526109523865,1.583581264943525,-1.1359585156283178,-1.4183089713240689,-0.6414138166230771,-0.2808817424004405,1.9034447725137624,-0.06556645991054671,B_cells
5,-0.9193916471417205,-0.11990825008146541,1.4585447198896868,-0.6821634774619879,-0.5440229062967862,0.17799101250045973,-1.0948994732569968,1.6114070019947628,-0.38450321347996597,B_cells
6,-0.553706770082928,-0.5881505751989583,1.93725773194447,-0.8902764718882645,-0.45184440855644903,-0.7225832021101307,-0.2403760321815494,1.99279865273275,0.04143280144949609,B_cells
7,-0.023697593222824043,-0.3371952846200367,1.3344499009476756,-1.2082481877985523,-1.33084769530075,-0.4953743757397785,0.07455203970543331,1.8597460826388785,-1.873489414635716,B_cells
8,-0.43790601353234254,-0.5845473705809563,1.093899059376814,-2.252689078174441,-1.2285633431392171,-0.5661446802241171,-0.34219614732591863,1.7104285050061776,-1.5742683768903278,B_cells
9,-0.45624911099329585,-0.47920100316654624,1.161709115949995,-1.4177563806214384,0.18285735911005757,-0.9347534308472124,-0.6736221178223858,1.9476648981817055,0.5307916775548107,B_cells
10,-0.9389793201564519,0.14025812989440373,-0.9868919292528279,0.5537284899433536,0.8695927599158764,-0.6343643797870413,1.5911887990933369,-0.504615392654234,-0.6644621731626517,T-cells
11,-0.9364878312690342,0.35404867119521605,2.0079231213415443,-1.4947861329345373,0.3367756060638093,-0.0815769638174061,-0.28344784843550636,1.6351773078627962,0.45987165355759496,B_cells
12,0.0587167446803935,-0.5567877313911453,-0.9061407583401591,0.812463210818551,1.1266995530695882,-0.6755805162877905,0.22848907593205786,-0.32810384017895117,0.13788997713003986,T-cells
13,-0.9661779277328526,-0.5821206524913931,-0.743501005263687,1.038863506598551,0.5673742542157103,0.21469882913606939,-0.42098984920254073,-0.3085469285400199,-0.9356903317387192,T-cells
14,-0.27708341574110895,0.06281914928476687,0.5649249515196688,-1.332550969362879,-1.1961239977366416,0.6485412038311186,-0.49797724681386835,-0.4694579754612045,2.8834647756856895,Other cells
15,0.45742276228319095,-0.16012848184889586,-0.10960198717593356,0.562992726711038,-0.0937000422986809,-0.4413017608264309,-0.1421895868810964,-0.5158929397406773,-0.39757922689143693,T-cells
16,0.04965200326734023,-0.3714595962621783,-0.6625288932288342,0.6979427897470563,0.6976853812958655,0.047008453579522054,0.20820265355104467,-0.47253726012112063,0.1449068511994486,T-cells
17,-0.17676869743821413,0.3786953084872078,-1.1097276509909066,-1.141162635210395,-0.9276343291626076,-0.19150755393752447,2.784469732255255,-0.49151807181383617,0.6411933532712473,Monocytes
18,0.26096100272553036,1.9753739934818346,0.9567464234210853,-0.9816362938256837,-0.12375706545555361,2.910757204370713,0.825530464735419,-1.0170082334558765,1.8904989295240415,Other cells
19,-1.019782343290115,0.5332777744765573,-0.8585872915587202,-1.5116137310070195,-1.296496316914033,-0.04883600366474726,3.0971904685018745,-0.44003274990487495,-0.24779786608691043,Monocytes
20,-0.3176047385258437,-0.5076148183156903,-0.29368354726714924,0.8183117631448531,0.4505106353655272,-0.04198803188415208,-0.03519145084417836,-0.2949458498747107,-0.533059271081667,T-cells
21,-0.35046165003457685,-0.5947079594674347,-1.0126755172169213,0.6445028262111624,-0.6108564791297783,-0.8539136178673699,-0.5770765065900969,-0.5548907678588624,-0.8076660592850011,T-cells
22,-0.8179658989596367,-0.09177396208764789,-0.5489119853064011,0.38004018314104526,0.08109864595177266,-0.39378703595686027,-0.033243559446471234,-0.2881402867632966,-0.5483408472905077,T-cells
23,0.3709403951984423,-0.03058876442140212,0.09394793478600644,0.48108522209687904,0.3726206841952818,-0.18363678026655436,2.991407096230566,-0.5109283895529148,-0.10897964931813565,Monocytes
24,-0.47341104517921534,-0.6136469544391757,-0.29268915267823964,0.6219615584700149,1.0005808019050524,-0.2854769971263635,-0.7120719954493522,-0.5791051538451042,-0.7501536658934241,T-cells
25,-0.7110405236533217,-0.265701664602487,-0.5977837671629457,0.9482533619047608,1.1125001497742355,-0.20342935363606107,-0.7799237039192888,-0.39801235169614296,0.06796255832286674,T-cells
26,-0.15525001825786516,-0.1388419223616736,-0.36870098287966385,0.709055120632913,0.9674689676257007,-0.5314976885251562,-0.1141169009525774,-0.718866630513263,-0.015217416441050647,T-cells
27,4.3773319651238305,3.283315893200552,2.063196952939985,0.6078646990720724,2.0388719362161014,0.34890569577810265,-0.3129463019943258,2.038919320348914,-0.06650255098236627,Other cells
28,0.7019220991028642,2.445594986251652,0.6260335326123245,-0.9715777397105342,-3.845523171968606,2.380144277228737,0.5096314067869319,-0.3991301208383124,0.6604940583218674,Other cells
